Publication_year,NPmaterials,NPshape,Coated,Charge,Pegylation,Uptakepathway,Toxicity,Immuneresponse,Otherbiologicaleffect,PCmethods,Incubationcondition,PCprotein
2020,Magnetic,Spherical,Coated,Positive charge,Pegylated,Unknown,Unknown,Others,Anticancer,Microscope,Medium,Others
2020,Agglomerates,Nanotubes,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Microscope,Serum,Albumin
2020,Gold,Others,Coated,Negative charge,Pegylated,Unknown,Unknown,Immune response,Targeting,Spectrum,Serum,Albumin
2020,Magnetic,Nanotubes,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Antibacterial,Microscope,Plasma,Lipoprotein
2020,Silver,Spherical,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Serum,Others
2020,Micelles,Spherical,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Antibacterial,Microscope,Plasma,Fibrinogen
2020,Magnetic,Others,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Release,Spectrum,Plasma,Lipoprotein
2020,Lipoplexes,Others,Unknown,Negative charge,Pegylated,Unknown,Cytotoxicity,Inflammation,Antibacterial,Proteomics,Plasma,Albumin
2020,Lipoplexes,Others,Unknown,Negative charge,Pegylated,Unknown,Unknown,Complement,Biodistribution,Proteomics,Serum,Lipoprotein
2020,Carbon,Nanotubes,Unknown,Negative charge,Pegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Proteomics,Plasma,Fibrinogen
2020,Peptide,Nanotubes,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Complement,Release,Spectrum,Serum,Fibrinogen
2020,Silicon,Nanosheets,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Complement,Stability,Spectrum,Medium,Fibrinogen
2021,Oxidative,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Monocytes,Biodistribution,Spectrum,Plasma,Fibrinogen
2021,Silicon,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Anticancer,Fluorescence,Serum,Albumin
2021,Micelles,Spherical,Unknown,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Anticancer,Microscope,Plasma,Albumin
2021,Micelles,Spherical,Unknown,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Anticancer,Spectrum,Bovine,Others
2021,Carbon,Nanotubes,Unknown,Positive charge,Pegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Spectrum,Plasma,Albumin
2021,Carbon,Spherical,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Release,Fluorescence,Plasma,Others
2022,Silver,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Antibacterial,Uvvis,Serum,Albumin
2022,Micelles,Spherical,Unknown,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Targeting,Proteomics,Serum,Transferrin
2022,Others,Spherical,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Inflammation,Anticancer,Fluorescence,Plasma,Albumin
2022,Micelles,Spherical,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Inflammation,Release,Fluorescence,Medium,Others
2022,Lipoplexes,Others,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Microscope,Serum,Albumin
2022,Others,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Anticancer,Sdspage,Serum,Fibrinogen
2023,Gold,Nanorods,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Antibacterial,Sdspage,Medium,Albumin
2023,Micelles,Nanosheets,Unknown,Positive charge,Pegylated,Unknown,Cytotoxicity,Cytokines,Stability,Fluorescence,Plasma,Others
2023,Lipoplexes,Others,Unknown,Negative charge,Pegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Fluorescence,Serum,Lipoprotein
2023,Silicon,Amorphous,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Release,Fluorescence,Serum,Lipoprotein
2023,Micelles,Others,Coated,Negative charge,Pegylated,Unknown,Unknown,Cytokines,Biodistribution,Microscope,Serum,Lipoprotein
2023,Lipoplexes,Nanostars,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Icpms,Serum,Transferrin
2024,Others,Others,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Complement,Therapy,Proteomics,Plasma,Lipoprotein
2024,Colloids,Nanosheets,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Bovine,Albumin
2024,Lipoplexes,Nanosheets,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Others,Stability,Spectrum,Serum,Albumin
2024,Silicon,Spherical,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Others,Antibacterial,Spectrum,Bovine,Albumin
2024,Others,Spherical,Coated,Unknown,Pegylated,Unknown,Cytotoxicity,Immune response,Biodistribution,Wavelength,Plasma,Others
2024,Silver,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Medium,Albumin
2024,Others,Nanotubes,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Complement,Anticancer,Spectrum,Medium,Lipoprotein
2007,Quantum,Others,Coated,Unknown,Pegylated,Unknown,Unknown,Others,Biodistribution,Fluorescence,Bovine,Albumin
2010,Lipoplexes,Nanotubes,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Spectrum,Plasma,Fibrinogen
2011,Micelles,Others,Unknown,Unknown,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Microscope,Bovine,Albumin
2011,Silicon,Spherical,Coated,Positive charge,Pegylated,Unknown,Unknown,Complement,Others,Sdspage,Plasma,Lipoprotein
2012,Peptide,Others,Coated,Negative charge,Pegylated,Endocytosis,Unknown,Others,Biodistribution,Fluorescence,Medium,Transferrin
2012,Gold,Nanorods,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Biodistribution,Spectrum,Medium,Transferrin
2012,Oxidative,Others,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Sdspage,Plasma,Fibrinogen
2012,Others,Spherical,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Targeting,Spectrum,Serum,Transferrin
2012,Silicon,Nanorods,Coated,Negative charge,Pegylated,Unknown,Hemotoxicity,Others,Biodistribution,Microscope,Plasma,Others
2012,Others,Spherical,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Targeting,Microscope,Medium,Lipoprotein
2013,Magnetic,Spherical,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Microscope,Serum,Others
2013,Lipoplexes,Urchin,Coated,Positive charge,Pegylated,Phagocytosis,Unknown,Complement,Biodistribution,Spectrum,Serum,Lipoprotein
2013,Polystyrene,Nanorods,Unknown,Negative charge,Pegylated,Unknown,Unknown,Others,Biodistribution,Microscope,Serum,Lipoprotein
2013,Gold,Spherical,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Fluorescence,Bovine,Others
2013,Micelles,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Microscope,Medium,Others
2013,Carbon,Nanosheets,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Complement,Anticancer,Spectrum,Plasma,Albumin
2013,Others,Others,Coated,Negative charge,Pegylated,Endocytosis,Unknown,Others,Targeting,Fluorescence,Serum,Lipoprotein
2013,Agglomerates,Nanorods,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Spectrum,Serum,Others
2013,Micelles,Others,Unknown,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Release,Spectrum,Others,Others
2014,Agglomerates,Spherical,Coated,Negative charge,Pegylated,Endocytosis,Unknown,Macrophages,Biodistribution,Microscope,Medium,Albumin
2014,Others,Nanotubes,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Proteomics,Plasma,Albumin
2014,Magnetic,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Microscope,Medium,Others
2014,Oxidative,Nanorods,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Inflammation,Stability,Fluorescence,Serum,Others
2014,Surfactants,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Stability,Sdspage,Plasma,Lipoprotein
2014,Others,Spherical,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Microscope,Serum,Albumin
2014,Others,Spherical,Coated,Negative charge,Pegylated,Unknown,Hemotoxicity,Immune response,Biodistribution,Sdspage,Serum,Transferrin
2014,Oxidative,Nanotubes,Coated,Unknown,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Anticancer,Microscope,Serum,Fibrinogen
2014,Micelles,Others,Coated,Negative charge,Pegylated,Endocytosis,Unknown,Dendritic cells,Targeting,Sdspage,Serum,Albumin
2014,Micelles,Others,Coated,Neutral,Pegylated,Unknown,Unknown,Others,Enzymes,Microscope,Bovine,Albumin
2014,Silicon,Spherical,Coated,Unknown,Pegylated,Unknown,Cytotoxicity,Macrophages,Release,Proteomics,Medium,Others
2015,Magnetic,Spherical,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Targeting,Proteomics,Serum,Albumin
2015,Silicon,Nanosheets,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Targeting,Proteomics,Plasma,Lipoprotein
2015,Silicon,Amorphous,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Medium,Albumin
2015,Micelles,Nanorods,Coated,Positive charge,Pegylated,Unknown,Hemotoxicity,Complement,Targeting,Microscope,Serum,Transferrin
2015,Silicon,Others,Coated,Negative charge,Pegylated,Unknown,Unknown,Others,Targeting,Microscope,Serum,Albumin
2015,Gold,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Serum,Albumin
2015,Others,Nanotubes,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Inflammation,Biodistribution,Microscope,Medium,Lipoprotein
2015,Silicon,Spherical,Unknown,Positive charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Serum,Others
2015,Magnetic,Nanotubes,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Fluorescence,Serum,Albumin
2015,Magnetic,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Serum,Others
2015,Micelles,Others,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Biodistribution,Fluorescence,Plasma,Fibrinogen
2015,Lipoplexes,Others,Unknown,Positive charge,Pegylated,Unknown,Unknown,Complement,Biodistribution,Proteomics,Plasma,Others
2015,Polystyrene,Spherical,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Microscope,Serum,Lipoprotein
2015,Silicon,Spherical,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Complement,Stability,Proteomics,Serum,Albumin
2015,Micelles,Nanorods,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Anticancer,Fluorescence,Medium,Albumin
2015,Polystyrene,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Complement,Anticancer,Spectrum,Medium,Fibrinogen
2015,Silicon,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Targeting,Sdspage,Serum,Albumin
2015,Micelles,Nanorods,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Others,Biodistribution,Sdspage,Serum,Others
2015,Gold,Nanorods,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Anticancer,Sdspage,Serum,Albumin
2015,Micelles,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Fluorescence,Medium,Others
2016,Magnetic,Nanorods,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Microscope,Medium,Others
2016,Others,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Antibacterial,Microscope,Serum,Albumin
2016,Zwitterionic,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Anticancer,Fluorescence,Serum,Albumin
2016,Others,Amorphous,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Immune response,Targeting,Microscope,Serum,Albumin
2016,Carbon,Nanosheets,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Anticancer,Fluorescence,Others,Others
2016,Polystyrene,Nanotubes,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Inflammation,Stability,Microscope,Serum,Albumin
2016,Silicon,Others,Unknown,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Targeting,Proteomics,Serum,Albumin
2016,Peptide,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Antibacterial,Fluorescence,Serum,Albumin
2016,Magnetic,Others,Unknown,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Targeting,Spectrum,Medium,Lipoprotein
2016,Others,Others,Coated,Unknown,Pegylated,Unknown,Unknown,Macrophages,Targeting,Spectrum,Medium,Others
2016,Lipoplexes,Others,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Complement,Targeting,Proteomics,Plasma,Lipoprotein
2016,Others,Nanorods,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Proteomics,Serum,Lipoprotein
2016,Magnetic,Nanotubes,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Cytokines,Therapy,Microscope,Serum,Others
2016,Others,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Immune response,Release,Fluorescence,Medium,Others
2016,Lipoplexes,Nanotubes,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Inflammation,Biodistribution,Spectrum,Serum,Albumin
2016,Magnetic,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Serum,Albumin
2017,Lipoplexes,Others,Coated,Unknown,Pegylated,Unknown,Cytotoxicity,Complement,Biodistribution,Microscope,Plasma,Lipoprotein
2017,Silicon,Spherical,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Targeting,Fluorescence,Serum,Lipoprotein
2017,Gold,Nanorods,Unknown,Negative charge,Pegylated,Phagocytosis,Unknown,Macrophages,Release,Fluorescence,Bovine,Others
2017,Gold,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Microscope,Medium,Others
2017,Lipoplexes,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Others,Targeting,Others,Serum,Albumin
2017,Others,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Biodistribution,Fluorescence,Plasma,Albumin
2017,Quantum,Others,Coated,Unknown,Pegylated,Unknown,Unknown,Others,Stability,Spectrum,Medium,Transferrin
2017,Peptide,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Medium,Albumin
2017,Silver,Urchin,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Release,Spectrum,Medium,Albumin
2017,Micelles,Others,Coated,Negative charge,Pegylated,Unknown,Unknown,Others,Stability,Spectrum,Medium,Others
2017,Micelles,Others,Uncoated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Stability,Microscope,Plasma,Albumin
2017,Gold,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Stability,Spectrum,Serum,Albumin
2017,Zwitterionic,Spherical,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Others,Release,Spectrum,Serum,Others
2017,Silver,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Antibacterial,Microscope,Medium,Others
2017,Gold,Spherical,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Serum,Albumin
2017,Others,Spherical,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Enzymes,Spectrum,Plasma,Albumin
2017,Agglomerates,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Inflammation,Antibacterial,Proteomics,Medium,Transferrin
2017,Silicon,Nanosheets,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Anticancer,Fluorescence,Medium,Albumin
2017,Agglomerates,Nanorods,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Anticancer,Fluorescence,Serum,Albumin
2017,Peptide,Nanotubes,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Immune response,Anticancer,Fluorescence,Serum,Albumin
2017,Micelles,Nanosheets,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Dendritic cells,Release,Microscope,Medium,Others
2017,Micelles,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Anticancer,Microscope,Medium,Others
2018,Silver,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Therapy,Fluorescence,Serum,Albumin
2018,Lipoplexes,Others,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Others,Anticancer,Proteomics,Plasma,Lipoprotein
2018,Others,Spherical,Unknown,Positive charge,Pegylated,Unknown,Unknown,Others,Stability,Sdspage,Bovine,Albumin
2018,Oxidative,Others,Coated,Unknown,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Release,Microscope,Medium,Albumin
2018,Micelles,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Stability,Spectrum,Serum,Albumin
2018,Lipoplexes,Spherical,Coated,Negative charge,Pegylated,Unknown,Unknown,Complement,Anticancer,Sdspage,Plasma,Others
2018,Colloids,Nanorods,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Macrophages,Anticancer,Spectrum,Serum,Albumin
2018,Others,Others,Coated,Positive charge,Pegylated,Exocytosis,Cytotoxicity,Others,Release,Spectrum,Medium,Others
2018,Others,Spherical,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Targeting,Sdspage,Others,Transferrin
2018,Lipoplexes,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Others,Anticancer,Microscope,Medium,Others
2018,Polystyrene,Spherical,Coated,Negative charge,Pegylated,Unknown,Unknown,Complement,Biodistribution,Fluorescence,Plasma,Others
2018,Silicon,Others,Coated,Unknown,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Spectrum,Medium,Others
2018,Micelles,Others,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Dendritic cells,Anticancer,Spectrum,Plasma,Others
2018,Micelles,Others,Coated,Positive charge,Pegylated,Unknown,Unknown,Immune response,Biodistribution,Spectrum,Plasma,Albumin
2018,Others,Amorphous,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Anticancer,Spectrum,Medium,Albumin
2018,Silver,Spherical,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Antibacterial,Microscope,Serum,Albumin
2018,Carbon,Nanotubes,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Immune response,Release,Fluorescence,Plasma,Albumin
2018,Polystyrene,Urchin,Coated,Positive charge,Pegylated,Phagocytosis,Cytotoxicity,Immune response,Biodistribution,Fluorescence,Medium,Transferrin
2018,Gold,Nanorods,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Macrophages,Biodistribution,Spectrum,Medium,Albumin
2018,Magnetic,Spherical,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Immune response,Therapy,Spectrum,Medium,Others
2018,Agglomerates,Nanotubes,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Stability,Spectrum,Serum,Albumin
2018,Others,Others,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Complement,Biodistribution,Proteomics,Serum,Albumin
2018,Silver,Nanotubes,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Complement,Antibacterial,Fluorescence,Serum,Albumin
2018,Silver,Nanosheets,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Antibacterial,Spectrum,Serum,Albumin
2018,Micelles,Spherical,Unknown,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Release,Microscope,Plasma,Others
2018,Magnetic,Others,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Macrophages,Anticancer,Fluorescence,Serum,Albumin
2019,Gold,Nanotubes,Coated,Positive charge,Pegylated,Endocytosis,Cytotoxicity,Monocytes,Anticancer,Fluorescence,Serum,Others
2019,Carbon,Nanotubes,Unknown,Negative charge,Pegylated,Unknown,Cytotoxicity,Others,Anticancer,Wavelength,Plasma,Albumin
2019,Peptide,Spherical,Coated,Negative charge,Pegylated,Phagocytosis,Cytotoxicity,Others,Therapy,Microscope,Serum,Others
2019,Micelles,Others,Coated,Negative charge,Pegylated,Unknown,Cytotoxicity,Inflammation,Anticancer,Spectrum,Serum,Albumin
2019,Lipoplexes,Others,Coated,Positive charge,Pegylated,Unknown,Cytotoxicity,Others,Biodistribution,Sdspage,Plasma,Others
2019,Others,Others,Coated,Negative charge,Pegylated,Endocytosis,Cytotoxicity,Immune response,Anticancer,Fluorescence,Medium,Others
